"norm_noise1" "norm_noise2" "unif_noise1" "unif_noise2" "unif_noise3" "y"
"1" 0.579186872601398 3.59643104665116 0.237229697406292 1.68986707972363 -0.175908998586237 0.176401155006887
"2" 2.51376741831306 0.937238929300531 0.686490351101384 0.520264947321266 -0.804927160497755 1.42383690752132
"3" 1.50661624307525 -3.79543517008906 0.225818423321471 0.046288984362036 -2.27236767439172 1.80500433162033
"4" 1.30491480120453 -1.37041782230373 0.318494588136673 1.72479907935485 -2.71803791681305 1.90386172347514
"5" 0.0967628654699686 -4.24301984375658 0.173983816755936 0.669175922404975 -1.42322217486799 1.71917192870262
"6" 1.90994455038216 -4.42874068384674 0.801429583691061 1.26357774343342 2.81184700783342 1.67737386519929
"7" 0.430191061085848 -5.36580851355073 0.14628205797635 1.09285251749679 -0.0690271058119833 1.41117210265569
"8" -1.33588387317627 -4.78385180237853 0.822717391652986 0.752888986375183 -0.13306782161817 1.5873574091339
"9" 1.23954695942448 1.95272240201007 0.330997828627005 0.37174603017047 1.49275728687644 1.03521194086469
"10" 3.83799321812153 -3.16208437525632 0.374169387854636 0.857881182339042 1.00584138790146 1.8904731779834
"11" 0.849306074783216 -2.64226429071725 0.629745423793793 1.26154719712213 -2.70350641943514 1.9291109146787
"12" 3.21592864445007 -2.26893771120272 0.0966337430290878 1.04168470250443 1.17063146643341 1.93933243193073
"13" -1.23576541657833 0.697427635456013 0.0219937153160572 1.31924267439172 -0.820430599618703 1.49978829382814
"14" 1.88887606895092 -4.54819149283434 0.993044780334458 1.45872186264023 2.30480164429173 1.64857423628742
"15" 3.03881440788692 -5.97752145117611 0.583938845666125 0.973645746707916 1.65178337786347 1.18759511078868
"16" 2.60230672433343 2.02709079720957 0.781823065131903 0.768913231324404 -2.16477815201506 1.00249066275102
"17" 2.21135238829789 -4.32348965071586 0.891896122600883 0.0136670176871121 -1.22994437254965 1.70150672305133
"18" 0.718587983389247 -5.16919790981962 0.754865453578532 0.00736845517531037 -2.24350328743458 1.4746778520062
"19" 0.300591307932836 -6.70881935664988 0.979203730123118 1.98987288028002 0.539409742690623 0.868683002475377
"20" -0.0482575812098265 -6.85414716695339 0.0441470679361373 0.215773760341108 0.370053653139621 0.798610059017228
"21" 2.23529319420025 -4.72192043789396 0.90340088470839 0.837338316719979 1.1323267207481 1.60401072452022
"22" 0.105050771630396 -1.14604254850041 0.865500814048573 1.43576909322292 -1.13237514579669 1.88176000334283
"23" 1.01888511259866 0.329544416789155 0.775407591369003 1.4850782644935 0.633521048817784 1.60454996592806
"24" 1.48781561560351 -0.877234938493236 0.376816416857764 1.74399764742702 2.94620591355488 1.84831275288781
"25" 5.68772401046441 -4.09097189128576 0.042108048684895 1.21573592210189 1.4592294911854 1.75069196585355
"26" 0.696100196609083 -2.8207501878462 0.364411081653088 1.51240670261905 -2.54485721793026 1.91904674635642
"27" 2.47077314456971 -5.11378939104021 0.273751269793138 1.69448259612545 -0.29298656154424 1.49184091391459
"28" 2.15592169912742 -5.15165448472203 0.85046748071909 1.22555929794908 -2.67877839272842 1.48014693341929
"29" 0.0762867317397429 -0.34604850306924 0.362401712452993 1.58644833555445 -0.962666915729642 1.75988029692445
"30" 1.8573838277528 -6.04677773581063 0.304477790603414 0.0457093669101596 1.40371289290488 1.15980329690609
"31" 4.8891017168467 2.86588189647739 0.759135339409113 0.833829099312425 -2.97535835718736 0.593168549202328
"32" 2.90300810615843 -3.27095878189755 0.844834624323994 1.74976477492601 1.63145689386874 1.87878254272621
"33" 2.08246584398588 -2.35638352011235 0.45792156108655 1.29469403112307 -0.222148732747883 1.93825231540078
"34" 1.15500633532075 -5.21558311421872 0.72963166446425 1.84895797353238 1.32504210015759 1.46006160229671
"35" -2.10649444308103 -4.72316606928981 0.104078636039048 0.344450192060322 0.999034303240478 1.60367974841314
"36" 4.26267442682835 -6.95104839691573 0.219983177725226 0.631625578273088 0.432442323770374 0.750653183799747
"37" -0.921280141849644 -3.54877616511818 0.953951247734949 1.60851255850866 1.22287770034745 1.84330408209644
"38" 3.47989502175467 -1.74305278522661 0.752037541242316 1.97792682237923 0.943326362874359 1.92887324069904
"39" 5.81820713843497 -2.02708696751586 0.818955383263528 0.644771103747189 -1.26388712972403 1.93813331347121
"40" -0.887786321943599 -5.34460946116425 0.417777101742104 0.00238325679674745 -2.41656326595694 1.41821492432515
"41" 3.40356867074942 -5.365865912562 0.593838493106887 1.98434123862535 2.77452792646363 1.41115296922369
"42" 1.47560502119506 -4.50659615502858 0.798823557794094 0.296704783570021 1.41800417471677 1.65877311806412
"43" -1.14428831829098 1.48818200953905 0.888408650411293 0.0987285943701863 0.676340811420232 1.22644488971333
"44" -1.0293353075635 -6.41191086199724 0.385191593319178 1.19470696523786 -2.28042671503499 1.00494168512268
"45" -1.20307234714919 -3.5371547831406 0.0903220842592418 0.642656886950135 0.301554278936237 1.8449507995407
"46" 0.938186955659394 2.70708546503678 0.625743637094274 1.05585800064728 -1.42346233315766 0.676335861231334
